v1,v2,encoding,v2_clean,v2_encoded
ham,Id have to check but there's only like 1 bowls worth left,0,d check like 1 bowl worth leave,"[118, 113, 6, 67, 1342, 434, 45]"
ham,Yes there were many sweets,0,yes sweet,"[64, 202]"
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,cozy exhaust nightnobody school work close,"[6044, 1303, 6045, 255, 30, 286]"
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,secret admirer reveal think special 09065174042 opt reply reveal stop 150 msg recd cust care 07821230901,"[461, 708, 734, 14, 156, 2688, 535, 19, 734, 20, 616, 60, 1491, 1593, 82, 2689]"
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,buzzzz grin buzz ass buzz chest buzz cock phone vibrator feel shake,"[6046, 635, 1035, 571, 1035, 3315, 1035, 1946, 25, 6047, 53, 3265]"
ham,Sir send to group mail check it.,0,sir send group mail check,"[205, 5, 1121, 277, 113]"
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,da intro cover energy trend pro con brief description nuclear fusion oso brief history iter jet abt 7 half page,"[32, 1278, 1048, 741, 6048, 2980, 6049, 3316, 6050, 6051, 6052, 331, 3316, 2298, 6053, 6054, 287, 239, 178, 650]"
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",0,\nonenowhere ikno doesdiscountshitinnit\,"[6055, 6056, 6057]"
ham,You dont know you jabo me abi.,0,jabo abi,"[6058, 1739]"
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,notice drive slow idiot drive fast maniac,"[975, 175, 568, 1637, 175, 366, 6059]"
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,hadya sapna aunty manege yday hogidhechinnu weak swalpa black agidhane,"[6060, 6061, 3129, 6062, 6063, 6064, 1238, 6065, 1177, 6066]"
ham,"Are you being good, baby? :)",0,good baby,"[4, 235]"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,neft transaction reference number rs ltdecimalgt credit beneficiary account lttimegt,"[2832, 1251, 781, 51, 852, 330, 272, 2833, 158, 1007]"
ham,"Mostly sports type..lyk footbl,crckt..",0,sport typelyk footblcrckt,"[768, 6067, 6068]"
ham,Ma head dey swell oh. Thanks for making my day,0,ma head dey swell oh thank day,"[1606, 345, 1318, 6069, 42, 54, 8]"
ham,U should make a fb list,0,fb list,"[1127, 817]"
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,0,height confidence aeronautic professor wer calld amp wer askd sit aeroplane aftr sit wer tell dat plane ws student dey hurry plane bt 1 said\if student,"[1571, 1548, 2635, 2636, 1146, 2637, 70, 1146, 602, 162, 2638, 1147, 162, 1146, 13, 176, 1239, 1975, 891, 1318, 793, 1239, 328, 67, 2639, 2640, 891]"
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,sary need tim bollox hurt lot tol,"[3204, 15, 6070, 6071, 229, 122, 6072]"
ham,Happy New Year Princess!,0,happy new year princess,"[49, 26, 79, 240]"
ham,"I'll text carlos and let you know, hang on",0,ill text carlos let hang,"[9, 12, 490, 65, 1093]"
ham,"Don't worry, * is easy once have ingredients!",0,worry easy ingredient,"[230, 197, 6073]"
ham,I love u 2 my little pocy bell I am sorry but I love u,0,love little pocy bell sorry love,"[11, 252, 6074, 2299, 21, 11]"
ham,"Ok omw now, you at castor?",0,ok omw castor,"[3, 986, 2721]"
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0,yar lor rain non stop wan,"[577, 18, 483, 6075, 20, 110]"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,xmas offer late motorola sonyericsson nokia free bluetooth dvd double min 1000 txt orange mobileupd8 08000839402 call2optout4qf2,"[377, 135, 57, 567, 1272, 89, 2, 780, 845, 325, 69, 1106, 16, 247, 467, 498, 6076]"
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,mean wif sleep tot nap yup send liao pick ard smth lor,"[101, 270, 71, 364, 2013, 155, 5, 206, 62, 353, 447, 18]"
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,7 wonder world 7th 6th style 5th smile 4th personality 3rd nature 2nd sms 1st \ur lovely friendship\ good morning dear,"[239, 319, 187, 1654, 1655, 721, 1656, 86, 1192, 1657, 1358, 1193, 249, 1194, 182, 1658, 509, 348, 4, 73, 46]"
ham,"Tonight? Yeah, I'd be down for that",0,tonight yeah d,"[99, 66, 118]"
ham,What should i eat fo lunch senor,0,eat fo lunch senor,"[111, 2579, 144, 6077]"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",0,right giggle possibly person2die nvq think,"[59, 6078, 6079, 6080, 6081, 14]"
ham,No break time one... How... I come out n get my stuff fr Ì_?,0,break time stuff fr ì _,"[332, 10, 140, 558, 33]"
spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,reply win å£100 weekly professional sport tiger wood play send stop 87239 end service,"[19, 22, 350, 315, 6082, 768, 6083, 6084, 136, 5, 20, 1699, 92, 75]"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0,maybe reboot ym buzz,"[243, 2300, 1335, 1035]"
ham,Do you still have the grinder?,0,grinder,[6085]
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,1 polyphonic tone mob week txt pt2 87575 1st tone free txtin tell friend 150ptone 16 reply hl 4info,"[67, 1328, 83, 295, 27, 16, 3317, 1443, 182, 83, 2, 1629, 13, 52, 1373, 116, 19, 1051, 1630]"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,love decision feeling decide love life simple magical,"[11, 1123, 1574, 273, 11, 72, 384, 2031]"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,"[335, 114, 679, 1188, 1026, 69, 737, 488, 233, 208, 1027, 1028, 1029, 1030, 1195, 593, 231]"
ham,K.i did't see you.:)k:)where are you now?,0,ki didt youkwhere,"[1077, 1274, 6086]"
ham,So i'm doing a list of buyers.,0,list buyer,"[817, 2893]"
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,idea guess work hour suppose leave usual interest figure shit second,"[675, 161, 30, 119, 527, 45, 958, 2085, 564, 198, 355]"
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,mm entirely sure understand text hey ho weekend,"[715, 6087, 85, 476, 12, 44, 796, 171]"
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0,release vday shirt half naked instead white underwear,"[1723, 3078, 944, 178, 956, 1034, 1334, 3070]"
ham,Don know..he is watching film in computer..,0,don knowhe watch film computer,"[586, 6088, 88, 588, 549]"
ham,No b4 Thursday,0,b4 thursday,"[536, 1308]"
ham,"Oh, then your phone phoned me but it disconnected",0,oh phone phone disconnect,"[42, 25, 25, 2301]"
ham,Id onluy matters when getting on from offcampus,0,d onluy matter offcampus,"[118, 6089, 1162, 6090]"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,message free welcome new improve sex dog club unsubscribe service reply stop msgs@150p 18+only,"[50, 2, 528, 26, 1527, 583, 487, 380, 418, 75, 19, 20, 1740, 263, 130, 1376]"
ham,"Excellent, I'll see what riley's plans are",0,excellent ill riley plan,"[1033, 9, 6091, 107]"
ham,I will see in half an hour,0,half hour,"[178, 119]"
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,ve win tkts euro2004 cup final å£800 cash collect 09058099801 b4190604 pobox 7876150ppm,"[56, 22, 1439, 1306, 822, 402, 808, 78, 217, 3292, 3293, 445, 3294]"
ham,Ew are you one of them?,0,ew,[6092]
ham,Also hi wesley how've you been,0,hi wesley ve,"[29, 2620, 56]"
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0,ah lingo let wot earth finish,"[251, 6093, 65, 316, 1311, 94]"
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,loan purpose å£500 å£75000 homeowner + tenant welcome previously refuse help free 0800 1956669 text help,"[649, 1528, 398, 1902, 1903, 1529, 528, 1904, 1530, 103, 2, 547, 1905, 12, 103]"
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,update_now 12mths half price orange line rental 400minscall mobileupd8 08000839402 call2optout = j5q,"[284, 1874, 6094, 178, 297, 247, 142, 621, 6095, 467, 498, 6096, 6097]"
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),0,imagine life fast search medont worry lm disturb goodnoon,"[962, 72, 366, 339, 6098, 230, 6099, 661, 2879]"
ham,"Hm good morning, headache anyone? :-)",0,hm good morning headache,"[2302, 4, 73, 1958]"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,0,yeah prob night obviously catch speak soon,"[66, 432, 37, 1405, 448, 146, 96]"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,free unlimited hardcore porn direct mobile txt porn 69200 free access 24 hr chrgd@50p day txt stop 2exit msg free,"[2, 522, 1797, 1735, 603, 23, 16, 1735, 6100, 2, 777, 2265, 821, 6101, 1736, 8, 16, 20, 6102, 60, 2]"
ham,I might go 2 sch. Yar at e salon now v boring.,0,sch yar salon boring,"[349, 577, 3318, 1344]"
ham, &lt;#&gt;  mins but i had to stop somewhere first.,0,min stop,"[69, 20]"
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,fast approach wish happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy day happy independence day happy friendshipmotherfatherteacherschildren day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas good morning afternoon evening night rememberi wish theseyour raj,"[366, 2433, 87, 49, 26, 79, 49, 6103, 49, 6104, 8, 49, 436, 8, 49, 6105, 49, 6106, 49, 1174, 8, 49, 8, 49, 6107, 8, 49, 6108, 8, 70, 49, 192, 49, 3306, 6109, 49, 6110, 49, 3282, 49, 774, 4, 73, 262, 256, 37, 6111, 87, 6112, 3319]"
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0,joy lifeis wake daywith thought somewheresomeone care tosend warm morning greeting,"[553, 6113, 159, 6114, 681, 6115, 82, 6116, 672, 73, 1722]"
ham,I didn't get the second half of that message,0,second half message,"[355, 178, 50]"
ham,Wat time do u wan 2 meet me later?,0,wat time wan meet later,"[48, 10, 110, 35, 28]"
ham,I thank you so much for all you do with selflessness. I love you plenty.,0,thank selflessness love plenty,"[54, 6117, 11, 1224]"
ham,Am in film ill call you later.,0,film ill later,"[588, 9, 28]"
ham,How dare you change my ring,0,dare change ring,"[1731, 218, 347]"
ham,You are a very very very very bad girl. Or lady.,0,bad girl lady,"[173, 125, 670]"
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,love ya try budget money babe gary freak,"[11, 108, 41, 1223, 105, 68, 2297, 1198]"
ham,"What part of \don't initiate\"" don't you understand""",0,\dont initiate\ understand,"[3320, 6118, 476]"
ham,I finished my lunch already. U wake up already?,0,finish lunch wake,"[94, 144, 159]"
ham,You still at the game?,0,game,[236]
ham,You have got tallent but you are wasting.,0,tallent waste,"[6119, 701]"
ham,What is your record for one night? :),0,record night,"[776, 37]"
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,sir send email log usc payment portal ill send message explain thing home great weekend,"[205, 5, 385, 458, 3321, 2165, 6120, 9, 5, 50, 1568, 39, 17, 40, 171]"
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0,let cos bak holiday day dont4get2text number,"[65, 76, 844, 150, 8, 6121, 51]"
ham,Jokin only lar... :-) depends on which phone my father can get lor...,0,jokin lar depend phone father lor,"[2871, 177, 978, 25, 641, 18]"
ham,"Aight, lemme know what's up",0,aight lemme,"[219, 861]"
ham,Get ready for  &lt;#&gt;  inches of pleasure...,0,ready inch pleasure,"[165, 1057, 836]"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,rajipls favour pls convey birthday wish nimya pls today birthday,"[2214, 1633, 47, 811, 192, 87, 2215, 47, 24, 192]"
ham,;-) ok. I feel like john lennon.,0,ok feel like john lennon,"[3, 53, 6, 640, 6122]"
ham,Cos darren say Ì_ considering mah so i ask Ì_...,0,cos darren ì _ consider mah ask ì _,"[76, 626, 33, 1071, 550, 31, 33]"
ham,You are not bothering me but you have to trust my answers. Pls.,0,bother trust answer pls,"[843, 702, 232, 47]"
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0,wish family merry \\ mas happy new year advance,"[87, 367, 773, 1984, 49, 26, 79, 1150]"
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0,day crab run sea shorethe wave came clear footprint crab crab ask frnd clear beautiful footprint wave reply fox follow footprint catch clear frndsship let dwn gud nyt,"[8, 2303, 184, 504, 6123, 3322, 6124, 749, 2304, 2303, 2303, 31, 274, 749, 383, 2304, 3322, 19, 6125, 513, 2304, 448, 749, 6126, 65, 6127, 115, 809]"
ham,Aight what time you want me to come up?,0,aight time want,"[219, 10, 7]"
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,slaaaaave summon time wish anymore,"[6128, 6129, 10, 87, 823]"
ham,Your bill at 3 is å£33.65 so thats not bad!,0,bill 3 å£3365 bad,"[494, 77, 6130, 173]"
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,let change 6hrs appendix age range impossible chill let 6hrs,"[65, 218, 1641, 6131, 409, 3323, 2240, 2086, 65, 1641]"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,hello yeah ve bath need hair ill yeah,"[120, 66, 56, 654, 15, 311, 9, 66]"
ham,So how's the weather over there?,0,weather,[994]
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",0,ok hm friday wait dunno wot hell 3 week slob oh wait,"[3, 2302, 486, 43, 246, 316, 607, 77, 27, 6132, 42, 43]"
ham,Die... Now i have e toot fringe again...,0,die toot fringe,"[393, 2828, 3094]"
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,0,lol awesome phone click delete right want,"[81, 392, 25, 927, 1078, 59, 7]"
ham,Ok,0,ok,[3]
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",0,"awesome question cute answer ask boy \how life\ smile amp answer \""she fine\ gudnite","[392, 210, 908, 232, 31, 195, 3324, 72, 86, 70, 232, 6133, 141, 6134]"
ham,Please leave this topic..sorry for telling that..,0,leave topicsorry tell,"[45, 6135, 13]"
ham,Pls send me the correct name da.,0,pls send correct da,"[47, 5, 599, 32]"
ham,What happened to our yo date?,0,happen yo date,"[129, 180, 183]"
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1,eastender tv quiz flower dot compare = violet = tulip = lily txt 84025 chance win å£100 cash wkent150p16 +,"[2780, 264, 515, 1018, 1799, 2781, 2782, 2783, 2784, 16, 2048, 163, 22, 350, 78, 2785]"
ham,Webpage s not available!,0,webpage available,"[6136, 442]"
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0,wake yeesh late fall asleep til,"[159, 6137, 57, 480, 1354, 301]"
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1,unsubscribed service ton sexy babe hunk straight phone httpgotbabescouk subscription,"[6138, 75, 2740, 278, 68, 6139, 1082, 25, 6140, 1235]"
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,dear th th birthday love gopalettan plan small gift day like participate welcome contact admin team detail,"[46, 526, 526, 192, 11, 6141, 107, 615, 268, 8, 6, 6142, 528, 80, 3325, 928, 281]"
ham,K..k...from tomorrow onwards started ah?,0,kkfrom tomorrow onwards start ah,"[6143, 63, 2195, 90, 251]"
ham,What u talking bout early morning? It's almost noon where your at!,0,talk bout early morning noon,"[98, 525, 132, 73, 794]"
ham,Fine. Do you remember me.,0,fine remember,"[141, 216]"
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,hi babe jordan home abroad lonely text wanna chat xxsp visionsmscom text stop stopcost 150p 08712400603,"[29, 68, 2062, 17, 6144, 1567, 12, 179, 102, 6145, 3326, 12, 20, 6146, 263, 6147]"
ham,Ok. How many should i buy.,0,ok buy,"[3, 74]"
ham,"Sounds good, keep me posted",0,sound good post,"[266, 4, 280]"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,brand new mobile phone agent mob plus load goody info text mat 87021,"[1169, 26, 23, 25, 2730, 295, 308, 601, 6148, 540, 12, 6149, 2068]"
ham,Ok. So april. Cant wait,0,ok april wait,"[3, 1359, 43]"
ham,Boy you best get yo ass out here quick,0,boy yo ass quick,"[195, 180, 571, 828]"
ham,Ay wana meet on sat?Ì_ wkg on sat?,0,ay wana meet satì _ wkg sit,"[6150, 662, 35, 6151, 3021, 162]"
ham,I'm now but have to wait till 2 for the bus to pick me.,0,wait till bus pick,"[43, 310, 242, 62]"
ham,Apart from the one i told you about yesterday?,0,apart tell yesterday,"[2837, 13, 324]"
ham,Ok lor... But buy wat?,0,ok lor buy wat,"[3, 18, 74, 48]"
ham,Somebody should go to andros and steal ice,0,somebody andro steal ice,"[665, 3327, 1865, 834]"
ham,Don know. I did't msg him recently.,0,don didt msg recently,"[586, 1274, 60, 1015]"
ham,Take us out shopping and Mark will distract Isaiah.=D,0,shopping mark distract isaiah=,"[578, 826, 3095, 6152]"
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,mum hope great day hope text meet life great day abiola,"[400, 36, 40, 8, 36, 12, 35, 72, 40, 8, 647]"
ham,There is no sense in my foot and penis.,0,sense foot penis,"[959, 1219, 3328]"
ham,Okay but i thought you were the expert,0,okay think expert,"[288, 14, 6153]"
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,deep sigh miss surprised net cafe miss,"[658, 971, 34, 2145, 950, 1381, 34]"
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0,ssi thinl role like sachinjust stand hit,"[6154, 6155, 1043, 6, 6156, 694, 455]"
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0,great trip india bring light project lucky smile bye abiola,"[40, 326, 667, 160, 466, 499, 430, 86, 1532, 647]"
ham,"And very importantly, all we discuss is between u and i only.",0,importantly discuss,"[6157, 948]"
ham,K..k:)how about your training process?,0,kkhow training process,"[1470, 1216, 1426]"
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,ok lor ned toa payoh return smth wan send wat,"[3, 18, 2889, 2163, 2164, 496, 447, 110, 5, 48]"
ham,In da car park ,0,da car park,"[32, 147, 523]"
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,wish hold tightly important mean need life,"[87, 334, 6158, 291, 101, 15, 72]"
ham,So i asked how's anthony. Dad. And your bf,0,ask anthony dad bf,"[31, 2561, 254, 1260]"
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,"[6159, 662, 3329, 211, 3330, 181, 228, 3329, 211, 3330, 6160, 6161, 6162, 6163, 6164, 6165, 291, 6166, 115, 3331]"
ham,What Today-sunday..sunday is holiday..so no work..,0,todaysundaysunday holidayso work,"[1939, 1940, 30]"
ham,Am going to take bath ill place the key in window:-),0,bath ill place key window,"[654, 9, 95, 963, 1479]"
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,"[6167, 6168, 1003, 628, 6169, 2132, 1620, 163, 22, 2132, 6170, 3332, 6171, 19, 20, 92, 563]"
ham,"Dear, take care. I am just reaching home.love u a lot.",0,dear care reach homelove lot,"[46, 82, 124, 6172, 122]"
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,staffsciencenusedusg ~ phyhcmkteachingpc1323,"[6173, 6174]"
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0,emigrate ok maybe 530 bit hopeful,"[6175, 3, 243, 935, 148, 6176]"
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0,olol print forum post guy exact prob fix gpu replacement hopefully ignore,"[6177, 1492, 1664, 280, 97, 1632, 432, 520, 2633, 3065, 1237, 1228]"
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0,walk mom right stagwood pass right winterstone leave victor hill address,"[253, 354, 59, 6178, 452, 59, 6179, 45, 6180, 1412, 358]"
ham,"Yo, you at jp and hungry like a mofo?",0,yo jp hungry like mofo,"[180, 6181, 512, 6, 6182]"
ham,This is all just creepy and crazy to me.,0,creepy crazy,"[2838, 424]"
ham,Ok... I din get ur msg...,0,ok din msg,"[3, 879, 60]"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,tessypl favor pls convey birthday wish nimyapls dnt forget today birthday shijas,"[2205, 2206, 47, 811, 192, 87, 2207, 560, 172, 24, 192, 2208]"
ham,Pathaya enketa maraikara pa',0,pathaya enketa maraikara pa,"[6183, 6184, 6185, 227]"
ham,Even if he my friend he is a priest call him now,0,friend priest,"[52, 6186]"
ham,"U so lousy, run already come back then half dead... Hee...",0,lousy run half dead hee,"[2182, 184, 178, 851, 546]"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,0,bad dat gal wat,"[173, 176, 537, 48]"
ham,Or remind me in a few hrs.,0,remind hr,"[792, 821]"
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0,hope send message rent reserve completely loan need hope balance way till mid march hope pay,"[36, 5, 50, 669, 2903, 759, 649, 15, 36, 1081, 55, 310, 804, 556, 36, 133]"
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0,hi happy new year mean intrude pls let tuition pay semester semester thank,"[29, 49, 26, 79, 101, 6187, 47, 65, 1647, 133, 610, 610, 54]"
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0,hello hun ru way good date guy meet walkabout far meet soon,"[120, 2074, 1423, 55, 4, 183, 97, 35, 6188, 464, 35, 96]"
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,0,lol month cash leave case collect week cause announce blog,"[81, 154, 78, 45, 495, 217, 27, 357, 6189, 6190]"
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,good luck draw place 28th feb 06 good luck removal send stop 87239 customer service 08708034412,"[4, 636, 149, 95, 6191, 1227, 6192, 4, 636, 3333, 5, 20, 1699, 100, 75, 3334]"
ham,Short But Cute : \ Be a good person ,0,short cute \ good person,"[545, 908, 4, 137]"
ham,Just haven't decided where yet eh ?,0,decide eh,"[273, 592]"
ham,"Wat time liao, where still got.",0,wat time liao,"[48, 10, 206]"
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,0,yes watch footie worried blow phil neville,"[64, 88, 6193, 747, 1339, 6194, 6195]"
ham,I wait 4 Ì_ inside da car park...,0,wait ì _ inside da car park,"[43, 33, 1036, 32, 147, 523]"
ham,Uncle Abbey! Happy New Year. Abiola,0,uncle abbey happy new year abiola,"[456, 6196, 49, 26, 79, 647]"
ham,Now am free call me pa.,0,free pa,"[2, 227]"
ham,R u saying i should re order the slippers cos i had to pay for returning it.,0,order slipper cos pay return,"[300, 1826, 76, 133, 496]"
ham,Stop knowing me so well!,0,stop,[20]
ham,Good evening! this is roger. How are you?,0,good evening roger,"[4, 256, 1720]"
ham,Small problem in auction:)punj now asking tiwary,0,small problem auctionpunj ask tiwary,"[615, 167, 6197, 31, 3261]"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,free entry weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 detail 18 +,"[2, 283, 315, 642, 163, 22, 624, 16, 1652, 2172, 283, 744, 16, 231, 259, 214, 2173, 281, 130]"
ham,He telling not to tell any one. If so treat for me hi hi hi,0,tell tell treat hi hi hi,"[13, 13, 386, 29, 29, 29]"
ham,My uncles in Atlanta. Wish you guys a great semester.,0,uncle atlanta wish guy great semester,"[456, 1682, 87, 97, 40, 610]"
